STOCK EXCHANGE ANNOUNCEMENT 20 July 2006 1 ( 1 ) BASWARE SHARE SUBSCRIPTIONS WITH WARRANTS AND INCREASE IN SHARE CAPITAL A total of 119 850 shares have been subscribed with BasWare Warrant Program,1,2
The contract covers HDO platform  AC800 and CXE880 optical Fttb nodes designed to increase the forward and return path capacity of the transmission networks,2,2
The new plant is planned to have an electricity generation capacity of up to 350 megawatts ( MW ) and the same heat generation capacity,1,2
The OMX Helsinki 25 index was up 092 pct at 251867 and the Helsinki CAP portfolio index was 091 pct higher at 471119,2,2
A maximum of 666104 new shares can further be subscribed for by exercising B options under the 2004 stock option plan,1,2
As a result of the share issue  the number of the company s shares increases by 391630 shares and the share capital by a total of EUR 1566520,1,2
Finnish real estate investor Sponda Plc said on Wednesday 12 March that it has signed agreements with Danske Bank A-S  Helsinki Branch for a 7-year EUR150m credit facility and with Ilmarinen Mutual Pension Insurance Company for a 7-year EUR50m credit facility,1,2
On the route between Helsinki in Finland and Tallinn in Estonia  cargo volumes increased by 36 %  while cargo volumes between Finland and Sweden fell by 9 %,1,2
Other measures included increasing synergies and economies of scale within the Grimaldi Group and personnel adjustments  divestments and redelivery of excess tonnage,1,2
Rinkuskiai raised the sales by 181 percent  to 137 million liters  while the sales of Kauno Alus grew by 143 percent  to 960000 liters,2,2
TELECOMWORLDWIRE-7 April 2006-TJ Group Plc sells stake in Morning Digital Design Oy Finnish IT company TJ Group Plc said on Friday 7 April that it had signed an agreement on selling its shares of Morning Digital Design Oy to Edita Oyj,1,2
TELECOMWORLDWIRE-7 April 2006-TJ Group Plc sells stake in Morning Digital Design Oy Finnish IT company TJ Group Plc said on Friday 7 April that it had signed an agreement on selling its shares of Morning Digital Design Oy to Edita Oyj,2,2
The 718430 new Series A shares will become subject to trading on the Helsinki Stock Exchange s Main List  together with the old Series A shares  on July 3  2006,1,2
The fuel purchase contracts have been signed with three months  delivery from this September to November,1,2
Tiimari operates 194 stores in six countries -- including its core Finnish market -- and generated a turnover of 765 mln eur in 2005,1,2
Aspocomp has a large factory in China and a factory building project in India that was halted due to financing problems,0,2
Founded in 2000  BioView automates laboratory tests  especially diagnostic tests for cancer,1,2
F-Secure also point out the logical weakness in the sequenced numbers of a card approach that has apparently already been utilised,0,2
It inspects the companys strategic strengths and weaknesses,1,2
It s even a little bit higher than Yara s multiples on itself   an analyst in Helsinki said,1,2
Kesko offers Hilton to open a hotel on Kalinisky prospect in a 18000-square metres building because of these difficulties,1,2
Key reasons to read this report : - Report contains only relevant information  leaving out excessive data,1,2
The completion of the recycling plant is an important link in the chain of creating a waste management system in the Dubna region that meets the EU standards,2,2
The dollar bounced back after hitting another record low against the euro  which reached $ 141 for the first time,1,2
The five-storey  eco-efficient building will have a gross floor area of about 15000 sq m It will also include apartments,1,2
The new company will buy from Baltic Pearl CJSC a lease right to 81 hectares for the construction of a mall with a gross area of 140000 sq m 15 million sq ft,1,2
The SeaWind that was en route from the Finnish port of Turku to Stockholm got stuck in ice already around 4 pm on Wednesday and the Regal Star s journey from the Swedish port of Kapellskar to Paldiski in northwestern Estonia was cut short at 2 am on Thursday,0,2
The Stena Poseidon is a so-called Panamax tanker  designed to be able to pass through the narrow passages in the Panama Canal s locks,1,2
Upon completion  Keskuskatu will form the backbone of Helsinki s pedestrianised downtown area  linking up with the city s other main pedestrian precincts,2,2
Uncommonly weak snow conditions in nearly every market have affected our first quarter result   Chief Executive Roger Talermo said,0,2
Danish company FLSmidth has acknowledged that it has violated a patent held by Finnish Metso,0,2
The liquidity providing was interrupted on May 11  2007 when Aspocomp Group Oyj s shares traded below 050 cent ( Aspocomp s stock exchange release 1152007 ),0,2
Markets had been expecting a poor performance  and the company s stock was up 6 percent at  x20ac 2389 US$ 3384 in early afternoon trading in Helsinki,2,2
The layoffs were aimed at reaching an annual savings target of 15 billion euros $ 2 billion by the end of 2010,2,2
According to Finnish insurance companies Tapiola  Local Insurance Group ( L+∆hivakuutus )  and Pohjola the two fierce storms at the end of July and in the beginning of August 2010 that felled trees around Finland have speeded up sales of forest insurance,2,2
Excluding non-recurring items  pre-tax profit surged 45 % to EUR80m,2,2
As a result of the cancellation  the maximum increase of Citycon s share capital on the basis of the convertible bonds decreased from EUR 2338392780 to EUR 2290178475,1,2
ADP News - Feb 13  2009 - Finnish retailer Kesko Oyj HEL : KESBV said today its total sales  excluding value added tax VAT  stood at EUR 6613 million USD 8531 m in January 2009  down 152 % year-on-yea,0,2
The low capacity utilisation rate in steel production considerably increases the fixed costs per unit of steel produced,0,2
Talentum expects that the net sales of its core business will increase in 2008  compared to 2007,2,2
A replay will be available until 27 October 2006 in the following numbers : US callers : +1 617-£801-£6888  non-US callers : +44 20 7365 8427  access code : 2659 5401,1,2
A spokesman said :  The food store center  subject to council and local support  could comprise a supermarket or smaller store and other niche outlets  and this will be firmed up following consultation with the council and local community regarding appropriate uses and occupiers,1,2
A total of 185 Wonderware Certified SIs are available to integrate and support Wonderware products such as InTouch -ã HMI software  IndustrialSQL Server historian  Wonderware Information Server  DT Analyst software or QI Analyst SPC software,1,2
A Le Coq had a market share of 413 percent and rival beverage group Saku 321 percent,1,2
About 36 % of this came from Aspo Chemicals  39 % from Aspo Shipping and 25 % from Aspo Systems,1,2
About 72 % of Evraz Group shares are owned by Lanebrook  whose beneficiaries  on the one hand  are Millhouse  the holding company for the assets of billionaire Roman Abramovich and his business partners 50 % ; and Evraz executives Alexander Abramov and Alexander Frolov 50 %  on the other,1,2
Absolut Bank is exploring the possibility of further borrowing,1,2
Aker Yards Finland will begin using Chinese subcontractors at its Finnish shipyards,1,2
Finnish food industry companies HK Ruokatalo and Atria will form a joint venture company called L+∆nsi-Kalkkuna to produce turkey meat,2,2
Finnish food industry company L+∆nnen Tehtaat is planning changes to its fish product business,1,2
Finnish plumbing and heating systems supplier Uponor is temporarily laying off its whole workforce in Finland for two weeks as of mid-July 2009,0,2
Finnish property investment company Citycon plans to issue directed subordinated convertible bonds to institutional investors,1,2
In Finland  Hamina Cargo Terminal  of Finnish Nurminen Logistics  has purchased a warehouse with ground lease rights in the Port of Hamina,1,2
In Finland  metal sector company Componenta is laying off temporarily the staff of its Pori mill from Christmas 2008 till 6 January 2009,0,2
Member of the HK Ruokatalo Group in Finland  Scan  is launching a joint venture slaughterhouse with Team Ugglarp in Sk+_ne  southern Sweden,1,2
The largest construction company in Finland  YIT Corporation  is to acquire 70 % of the shares in the Slovak construction company Reding Bratislava,1,2
According to Aktia Asset Management  Finnish analysts  forecasts for 2009 are still too high,0,2
According to business media reports  Usmanov planned to transfer his MegaFon stake to the state-controlled Svyazinvest  in exchange for a stake in the merged RosTelecom,1,2
Also the city s insurance company  If P & C Insurance  has said it will not pay compensation,0,2
Altogether CapMan employs approximately 150 people in Helsinki  Stockholm  Copenhagen  Oslo  Moscow and Luxembourg,1,2
Altona stated that the private company of Altona chairman Kevin Maloney  Tulla Resources  would take up its entitlement in full,1,2
An acquisition of TeliaSonera would be France Telecom s biggest since its 2000 purchase of Orange plc for  278 billion ( $ 551 billion ) and would create the world s fourth-largest telecom company behind AT&T Inc  Verizon Communications Inc and NTT Corp of Japan,1,2
An earn-out payment of up to 40 mln euro ( $ 53 mln ) can also be paid depending on Intellibis financial performance in 2007,1,2
An EU law on the issue may be introduced around 2010,1,2
And earlier this month  the company signed a deal with India-based information technology services giant Wipro Technologies to transfer and sell its radio access related R&D activities in Berlin,2,2
Another firm Air Liquide was exempted because it left the market in 1998,1,2
Apartments of YIT Home may be purchased in 5 regions of Russia  where YIT subsidiaries carry out their activities : Moscow and Moscow region  St Petersburg  Ekaterinburg  Kazan and Rostov-on-Don,1,2
Approximately SEK 166 million in repayments has been demanded for overcharging in the Stockholm area  with the remaining SEK 87 million taken from the Western coast  the inspectorate said,1,2
Arena Partners Oy is a development company for electronic business,1,2
As a condition to the deal  Savcor Alfa has to have bought Photonium and Akseli Lahtinen Inc s business operations prior to the deal,1,2
As a result  the company has decided it will implement fixed-term temporary lay-offs,0,2
As a result  the company will temporarily lay-off 25 % of the whole personnel  approximately 270 persons at Kirkkonummi and Nivala factories,0,2
As a result of the negotiations  the amount of employment contracts to be terminated is 13,0,2
As a result of the negotiations  the company will terminate total 5 employment contracts,0,2
As of July 2  2007  the market cap segments will be updated according to the average price in May 2007,1,2
As part of the agreement  Aspocomp will also give Meadville a 10 pct slice of a subsidiary operating in Oulu  Finland,1,2
As part of the reorganisation  Pohjola Insurance s 250 field staff for private customers will join the payroll of local cooperative banks from the beginning of October 2008,1,2
National Conciliator Juhani Salonius  who met both parties on Wednesday  said they were too far apart in their views for him to propose mediation,0,2
18 March 2010 A leakage in the gypsum pond was detected today at the Talvivaara mine,0,2
7 March 2011 - Finnish IT company Digia Oyj HEL : DIG1V announced today an agreement with mobile-phone major Nokia Oyj HEL : NOK1V to acquire the commercial licensing and service business related to Nokia s Qt technology,2,2
8600 m  and at the time of investment it is fully leased to several tenants,1,2
A filter is used to pre-process packets to determine if they need to be further processed by the processor of the network device,1,2
A profit is still on target,2,2
A spokeswoman for the Italian fashion house declined comment on the settlement,1,2
A total EUR73 7 m will be provided as secured senior three-year debt from the syndicate  involving Pohjola Bank HEL : POH1S  the Finnish arm of Nordea Bank AB STO : NDA  and Sampo Bank HEL : SAMAS,1,2
A total of 140 jobs will be reduced at the Raahe Steel Works,0,2
A total of 15000 new Citycon shares with a nominal value of EUR 135 per share were subscribed between 17 and 23 March 2006 exercising the A-B-C options based on the company s stock option plan 1999,1,2
